receipt_id,date,hour,total_items,total_amount,source
REC-20250628084127-7D33B6,2025-06-28,08:00,1,3.50,SIMULATED
REC-20250628084241-99B014,2025-06-28,08:00,1,4.50,SIMULATED
REC-20250628082407-693B7E,2025-06-28,08:00,1,3.50,SIMULATED
REC-20250628080707-64F3A2,2025-06-28,08:00,2,8.00,SIMULATED
REC-20250628091638-340C68,2025-06-28,09:00,2,9.00,SIMULATED
REC-20250628093721-D77AC6,2025-06-28,09:00,1,4.50,SIMULATED
REC-20250628092427-2DBB1B,2025-06-28,09:00,1,4.50,SIMULATED
REC-20250628091350-F1EB57,2025-06-28,09:00,2,7.00,SIMULATED
REC-20250628104700-F18573,2025-06-28,10:00,2,9.00,SIMULATED
REC-20250628105726-D3CA20,2025-06-28,10:00,1,4.50,SIMULATED
REC-20250628101715-3565B2,2025-06-28,10:00,1,3.50,SIMULATED
REC-20250628105836-A6F487,2025-06-28,10:00,2,8.50,SIMULATED
REC-20250628100741-495E14,2025-06-28,10:00,1,4.00,SIMULATED
REC-20250628115420-060D2B,2025-06-28,11:00,1,3.50,SIMULATED
REC-20250628111855-DFD8D0,2025-06-28,11:00,2,10.00,SIMULATED
REC-20250628110257-9BF361,2025-06-28,11:00,1,4.50,SIMULATED
REC-20250628114516-969640,2025-06-28,11:00,1,5.00,SIMULATED
REC-20250628121839-4D6455,2025-06-28,12:00,1,4.00,SIMULATED
REC-20250628120402-E65A82,2025-06-28,12:00,3,11.00,SIMULATED
REC-20250628125957-86B4AA,2025-06-28,12:00,1,2.50,SIMULATED
REC-20250628124810-FDB7B0,2025-06-28,12:00,1,3.50,SIMULATED
REC-20250628135853-6F86FF,2025-06-28,13:00,2,8.00,SIMULATED
REC-20250628133636-4E6FCE,2025-06-28,13:00,1,5.50,SIMULATED
REC-20250628133307-D69D70,2025-06-28,13:00,1,3.50,SIMULATED
REC-20250628130628-298876,2025-06-28,13:00,1,3.50,SIMULATED
REC-20250628135120-078A4A,2025-06-28,13:00,1,3.50,SIMULATED
REC-20250628132421-B9E723,2025-06-28,13:00,1,4.00,SIMULATED
REC-20250628132244-567174,2025-06-28,13:00,1,4.00,SIMULATED
REC-20250628140533-4D6D9F,2025-06-28,14:00,1,3.50,SIMULATED
REC-20250628144645-55D7B8,2025-06-28,14:00,2,8.00,SIMULATED
REC-20250628141658-747379,2025-06-28,14:00,1,4.00,SIMULATED
REC-20250628144926-D4C37C,2025-06-28,14:00,1,4.00,SIMULATED
REC-20250628143040-B22C7A,2025-06-28,14:00,3,14.50,SIMULATED
REC-20250628144042-2E1E36,2025-06-28,14:00,1,4.50,SIMULATED
REC-20250628140240-AA92F1,2025-06-28,14:00,2,10.00,SIMULATED
REC-20250628142708-593AB0,2025-06-28,14:00,1,4.50,SIMULATED
REC-20250628145833-41F31A,2025-06-28,14:00,1,4.50,SIMULATED
REC-20250628145339-7E5CF2,2025-06-28,14:00,2,8.00,SIMULATED
REC-20250628145406-D2645E,2025-06-28,14:00,1,3.50,SIMULATED
REC-20250628151719-81F864,2025-06-28,15:00,1,3.50,SIMULATED
REC-20250628154450-B930C9,2025-06-28,15:00,3,13.00,SIMULATED
REC-20250628152620-BC9DF5,2025-06-28,15:00,1,4.50,SIMULATED
REC-20250628155522-7EF882,2025-06-28,15:00,1,3.50,SIMULATED
REC-20250628154251-CED929,2025-06-28,15:00,1,5.00,SIMULATED
REC-20250628153654-D7424F,2025-06-28,15:00,3,12.50,SIMULATED
REC-20250628161601-10B9D4,2025-06-28,16:00,2,9.50,SIMULATED
REC-20250628161954-C2AD21,2025-06-28,16:00,1,4.50,SIMULATED
REC-20250628162309-3731AB,2025-06-28,16:00,3,10.50,SIMULATED
REC-20250628165249-9690B3,2025-06-28,16:00,3,12.50,SIMULATED
REC-20250628162524-9D5C39,2025-06-28,16:00,2,8.50,SIMULATED
REC-20250628161100-18EDF0,2025-06-28,16:00,3,11.50,SIMULATED
REC-20250628165857-B4C90F,2025-06-28,16:00,1,4.50,SIMULATED
REC-20250628170817-602173,2025-06-28,17:00,1,4.50,SIMULATED
REC-20250628173514-E9D438,2025-06-28,17:00,1,3.50,SIMULATED
REC-20250628173926-A4208A,2025-06-28,17:00,2,9.00,SIMULATED
REC-20250628170748-3FE3E2,2025-06-28,17:00,3,10.50,SIMULATED
REC-20250628172211-0636A0,2025-06-28,17:00,2,8.00,SIMULATED
REC-20250629072424-C93FFA,2025-06-29,07:00,1,4.50,SIMULATED
REC-20250629071308-B87875,2025-06-29,07:00,2,7.00,SIMULATED
REC-20250629074550-9E113D,2025-06-29,07:00,1,3.50,SIMULATED
REC-20250629080955-A94ACC,2025-06-29,08:00,4,15.00,SIMULATED
REC-20250629085243-848864,2025-06-29,08:00,1,4.50,SIMULATED
REC-20250629082306-16CAF3,2025-06-29,08:00,1,4.00,SIMULATED
REC-20250629085644-2A3E1C,2025-06-29,08:00,1,4.50,SIMULATED
REC-20250629083036-33734C,2025-06-29,08:00,3,13.50,SIMULATED
REC-20250629084023-E1FE28,2025-06-29,08:00,3,12.50,SIMULATED
REC-20250629082409-A550FA,2025-06-29,08:00,1,2.50,SIMULATED
REC-20250629080631-F01A90,2025-06-29,08:00,1,4.50,SIMULATED
REC-20250629092344-AF5469,2025-06-29,09:00,4,18.50,SIMULATED
REC-20250629095139-2ABA2A,2025-06-29,09:00,2,10.00,SIMULATED
REC-20250629091811-546AA7,2025-06-29,09:00,1,5.00,SIMULATED
REC-20250629092524-75931C,2025-06-29,09:00,1,5.00,SIMULATED
REC-20250629091247-82A8E6,2025-06-29,09:00,2,9.00,SIMULATED
REC-20250629093928-4219A8,2025-06-29,09:00,1,4.50,SIMULATED
REC-20250629100420-670DC3,2025-06-29,10:00,1,5.00,SIMULATED
REC-20250629104854-FC82AB,2025-06-29,10:00,1,3.50,SIMULATED
REC-20250629104337-A02A24,2025-06-29,10:00,1,4.50,SIMULATED
REC-20250629112740-BF26AD,2025-06-29,11:00,2,9.00,SIMULATED
REC-20250629114450-2CB12C,2025-06-29,11:00,1,3.50,SIMULATED
REC-20250629114853-470BB4,2025-06-29,11:00,2,10.00,SIMULATED
REC-20250629110701-74E3DC,2025-06-29,11:00,3,10.50,SIMULATED
REC-20250629113721-49B3D2,2025-06-29,11:00,2,8.00,SIMULATED
REC-20250629110112-B3E288,2025-06-29,11:00,1,5.00,SIMULATED
REC-20250629124340-DD29C5,2025-06-29,12:00,1,3.50,SIMULATED
REC-20250629123314-6ED7F2,2025-06-29,12:00,2,8.50,SIMULATED
REC-20250629121311-BD8D74,2025-06-29,12:00,1,4.00,SIMULATED
REC-20250629125901-BDC8B0,2025-06-29,12:00,1,5.50,SIMULATED
REC-20250629124645-85E661,2025-06-29,12:00,1,3.50,SIMULATED
REC-20250629122019-831FF6,2025-06-29,12:00,1,3.50,SIMULATED
REC-20250629121035-8376F0,2025-06-29,12:00,1,4.50,SIMULATED
REC-20250629120410-E2EAF4,2025-06-29,12:00,2,7.00,SIMULATED
REC-20250629123745-EE35CA,2025-06-29,12:00,2,8.50,SIMULATED
REC-20250629123216-E8DEA6,2025-06-29,12:00,2,7.50,SIMULATED
REC-20250629131013-CE5D78,2025-06-29,13:00,1,3.50,SIMULATED
REC-20250629133651-DF9A97,2025-06-29,13:00,1,3.50,SIMULATED
REC-20250629135019-19A89E,2025-06-29,13:00,1,4.00,SIMULATED
REC-20250629132549-EE603E,2025-06-29,13:00,1,4.00,SIMULATED
REC-20250629132105-8B0603,2025-06-29,13:00,2,10.00,SIMULATED
REC-20250629143705-1971DC,2025-06-29,14:00,1,3.50,SIMULATED
REC-20250629140414-D86038,2025-06-29,14:00,1,5.00,SIMULATED
REC-20250629145734-48B0C0,2025-06-29,14:00,1,2.50,SIMULATED
REC-20250629142507-C5DB9B,2025-06-29,14:00,4,16.00,SIMULATED
REC-20250629145809-0D6559,2025-06-29,14:00,2,8.00,SIMULATED
REC-20250629155300-F8744A,2025-06-29,15:00,2,7.00,SIMULATED
REC-20250629153943-B13A3E,2025-06-29,15:00,1,4.50,SIMULATED
REC-20250629153946-0F21F7,2025-06-29,15:00,1,2.50,SIMULATED
REC-20250629150345-1BA2D6,2025-06-29,15:00,2,10.00,SIMULATED
REC-20250629153607-1FDFDF,2025-06-29,15:00,3,14.50,SIMULATED
REC-20250629153559-57A88E,2025-06-29,15:00,1,4.50,SIMULATED
REC-20250629150532-3E8F1B,2025-06-29,15:00,2,9.00,SIMULATED
REC-20250629153932-6CE14B,2025-06-29,15:00,1,5.50,SIMULATED
REC-20250629150023-1B405A,2025-06-29,15:00,1,4.00,SIMULATED
REC-20250629164305-C37CA3,2025-06-29,16:00,2,9.00,SIMULATED
REC-20250629162125-C38C3F,2025-06-29,16:00,3,14.50,SIMULATED
REC-20250629164825-ECC855,2025-06-29,16:00,2,9.00,SIMULATED
REC-20250629173253-F86E9A,2025-06-29,17:00,1,4.00,SIMULATED
REC-20250629172326-ABC85E,2025-06-29,17:00,2,9.50,SIMULATED
REC-20250629173828-F2FCC0,2025-06-29,17:00,1,5.00,SIMULATED
REC-20250629171624-B85E79,2025-06-29,17:00,2,8.00,SIMULATED
REC-20250629170005-1AF447,2025-06-29,17:00,1,4.50,SIMULATED
REC-20250630070439-5BDA8B,2025-06-30,07:00,3,11.50,SIMULATED
REC-20250630071101-3C6AB9,2025-06-30,07:00,2,7.00,SIMULATED
REC-20250630075159-660646,2025-06-30,07:00,2,9.00,SIMULATED
REC-20250630085652-1F9A83,2025-06-30,08:00,1,4.50,SIMULATED
REC-20250630085938-14B2B7,2025-06-30,08:00,1,3.50,SIMULATED
REC-20250630083352-4D45EF,2025-06-30,08:00,1,2.50,SIMULATED
REC-20250630080935-E1C736,2025-06-30,08:00,1,3.50,SIMULATED
REC-20250630083709-D61C5D,2025-06-30,08:00,2,9.00,SIMULATED
REC-20250630082656-F79426,2025-06-30,08:00,1,5.00,SIMULATED
REC-20250630080125-8E276A,2025-06-30,08:00,1,3.50,SIMULATED
REC-20250630085646-EDDC2E,2025-06-30,08:00,2,7.00,SIMULATED
REC-20250630084612-EDFFB5,2025-06-30,08:00,1,4.50,SIMULATED
REC-20250630082706-74AEBF,2025-06-30,08:00,4,14.00,SIMULATED
REC-20250630080129-6D8659,2025-06-30,08:00,1,4.00,SIMULATED
REC-20250630090857-9E6A25,2025-06-30,09:00,1,4.00,SIMULATED
REC-20250630095240-221EFA,2025-06-30,09:00,2,9.50,SIMULATED
REC-20250630095628-3E3A4A,2025-06-30,09:00,1,5.50,SIMULATED
REC-20250630092830-08BCC9,2025-06-30,09:00,3,12.50,SIMULATED
REC-20250630093706-9A779E,2025-06-30,09:00,3,11.50,SIMULATED
REC-20250630094828-81A74C,2025-06-30,09:00,1,5.50,SIMULATED
REC-20250630094919-A06FEF,2025-06-30,09:00,1,4.50,SIMULATED
REC-20250630093255-039E96,2025-06-30,09:00,2,7.00,SIMULATED
REC-20250630095450-2400E0,2025-06-30,09:00,1,4.50,SIMULATED
REC-20250630103753-EB277F,2025-06-30,10:00,2,10.00,SIMULATED
REC-20250630101229-7A3B9E,2025-06-30,10:00,1,5.00,SIMULATED
REC-20250630102535-9395A5,2025-06-30,10:00,1,5.00,SIMULATED
REC-20250630103054-3E8BFD,2025-06-30,10:00,1,4.50,SIMULATED
REC-20250630103944-4A44A2,2025-06-30,10:00,3,14.00,SIMULATED
REC-20250630105136-62362C,2025-06-30,10:00,1,5.50,SIMULATED
REC-20250630110829-38DA0C,2025-06-30,11:00,2,9.50,SIMULATED
REC-20250630112721-D68FDA,2025-06-30,11:00,2,7.00,SIMULATED
REC-20250630124724-0AE007,2025-06-30,12:00,2,7.00,SIMULATED
REC-20250630120624-196E08,2025-06-30,12:00,1,2.50,SIMULATED
REC-20250630124507-C31974,2025-06-30,12:00,1,2.50,SIMULATED
REC-20250630123751-1E7DC3,2025-06-30,12:00,1,4.00,SIMULATED
REC-20250630125731-A25FD5,2025-06-30,12:00,1,4.00,SIMULATED
REC-20250630123510-D4F7F5,2025-06-30,12:00,1,5.50,SIMULATED
REC-20250630124713-FD30B1,2025-06-30,12:00,1,4.50,SIMULATED
REC-20250630120501-EC88E6,2025-06-30,12:00,2,9.00,SIMULATED
REC-20250630123312-2F3FFB,2025-06-30,12:00,2,8.50,SIMULATED
REC-20250630120305-36CC07,2025-06-30,12:00,1,4.50,SIMULATED
REC-20250630124129-383620,2025-06-30,12:00,2,8.00,SIMULATED
REC-20250630133036-85AFC4,2025-06-30,13:00,1,5.50,SIMULATED
REC-20250630131756-A80BF4,2025-06-30,13:00,1,3.50,SIMULATED
REC-20250630134704-D45FFA,2025-06-30,13:00,1,3.50,SIMULATED
REC-20250630130916-F74EFE,2025-06-30,13:00,3,12.50,SIMULATED
REC-20250630130237-A960C5,2025-06-30,13:00,1,4.00,SIMULATED
REC-20250630132817-7B204A,2025-06-30,13:00,2,6.00,SIMULATED
REC-20250630141943-AE603E,2025-06-30,14:00,1,5.50,SIMULATED
REC-20250630145606-2F6F62,2025-06-30,14:00,1,3.50,SIMULATED
REC-20250630142525-7C1F7B,2025-06-30,14:00,2,11.00,SIMULATED
REC-20250630140030-674F23,2025-06-30,14:00,2,8.00,SIMULATED
REC-20250630141544-EB7576,2025-06-30,14:00,1,4.50,SIMULATED
REC-20250630140132-A7AC3E,2025-06-30,14:00,2,9.00,SIMULATED
REC-20250630144617-A46FA7,2025-06-30,14:00,2,10.00,SIMULATED
REC-20250630145556-8892FA,2025-06-30,14:00,1,4.50,SIMULATED
REC-20250630140144-262FC0,2025-06-30,14:00,2,8.00,SIMULATED
REC-20250630152444-CB982A,2025-06-30,15:00,2,9.50,SIMULATED
REC-20250630155959-563263,2025-06-30,15:00,1,4.00,SIMULATED
REC-20250630150842-81D2FE,2025-06-30,15:00,1,5.00,SIMULATED
REC-20250630151739-9880CA,2025-06-30,15:00,2,8.50,SIMULATED
REC-20250630162938-F2926B,2025-06-30,16:00,1,3.50,SIMULATED
REC-20250630162215-0AE3C9,2025-06-30,16:00,2,10.00,SIMULATED
REC-20250630164827-F48CBE,2025-06-30,16:00,1,4.00,SIMULATED
REC-20250630160815-E2FC9B,2025-06-30,16:00,2,10.50,SIMULATED
REC-20250630161138-5C773C,2025-06-30,16:00,1,4.50,SIMULATED
REC-20250630164650-4D663B,2025-06-30,16:00,1,5.50,SIMULATED
REC-20250630174020-848AFF,2025-06-30,17:00,1,4.50,SIMULATED
REC-20250630171007-EE71EE,2025-06-30,17:00,1,4.50,SIMULATED
REC-20250630170113-D87F3C,2025-06-30,17:00,3,11.50,SIMULATED
REC-20250630171145-180204,2025-06-30,17:00,2,8.50,SIMULATED
REC-20250630171704-E6CAB8,2025-06-30,17:00,2,8.00,SIMULATED
REC-20250701075414-2A8C1E,2025-07-01,07:00,2,9.00,SIMULATED
REC-20250701070325-4281E1,2025-07-01,07:00,2,7.00,SIMULATED
REC-20250701072931-EC7A92,2025-07-01,07:00,1,3.50,SIMULATED
REC-20250701083048-57E934,2025-07-01,08:00,1,4.00,SIMULATED
REC-20250701082857-78D07D,2025-07-01,08:00,1,4.50,SIMULATED
REC-20250701084720-A7A798,2025-07-01,08:00,1,4.50,SIMULATED
REC-20250701081432-A95EE0,2025-07-01,08:00,1,3.50,SIMULATED
REC-20250701080211-21B945,2025-07-01,08:00,2,9.00,SIMULATED
REC-20250701093758-CE2783,2025-07-01,09:00,3,11.50,SIMULATED
REC-20250701094806-D21520,2025-07-01,09:00,4,17.00,SIMULATED
REC-20250701092938-072F73,2025-07-01,09:00,1,4.50,SIMULATED
REC-20250701095636-FD1F70,2025-07-01,09:00,2,8.00,SIMULATED
REC-20250701092027-B9F701,2025-07-01,09:00,1,3.50,SIMULATED
REC-20250701092809-7AF6E1,2025-07-01,09:00,1,3.50,SIMULATED
REC-20250701095301-96F5DD,2025-07-01,09:00,1,3.50,SIMULATED
REC-20250701092144-926370,2025-07-01,09:00,1,3.50,SIMULATED
REC-20250701091523-CF1AB3,2025-07-01,09:00,1,4.00,SIMULATED
REC-20250701091955-B654D7,2025-07-01,09:00,1,4.00,SIMULATED
REC-20250701095032-2F4AB4,2025-07-01,09:00,1,4.50,SIMULATED
REC-20250701100744-B5029F,2025-07-01,10:00,1,5.50,SIMULATED
REC-20250701105347-2F647B,2025-07-01,10:00,2,9.00,SIMULATED
REC-20250701104836-3F1711,2025-07-01,10:00,3,12.50,SIMULATED
REC-20250701103513-D8E55F,2025-07-01,10:00,1,4.50,SIMULATED
REC-20250701115107-978943,2025-07-01,11:00,2,8.00,SIMULATED
REC-20250701113940-D69A66,2025-07-01,11:00,1,3.50,SIMULATED
REC-20250701115459-D32320,2025-07-01,11:00,1,4.00,SIMULATED
REC-20250701110652-AD37C0,2025-07-01,11:00,2,8.00,SIMULATED
REC-20250701122350-128754,2025-07-01,12:00,2,7.00,SIMULATED
REC-20250701125846-CF5A8F,2025-07-01,12:00,1,3.50,SIMULATED
REC-20250701124423-4E0602,2025-07-01,12:00,1,5.00,SIMULATED
REC-20250701120844-FB8C7B,2025-07-01,12:00,1,5.00,SIMULATED
REC-20250701123033-8B6139,2025-07-01,12:00,2,10.00,SIMULATED
REC-20250701121556-6B3040,2025-07-01,12:00,2,8.50,SIMULATED
REC-20250701120640-E20EC5,2025-07-01,12:00,1,4.50,SIMULATED
REC-20250701132753-6C89BD,2025-07-01,13:00,1,3.00,SIMULATED
REC-20250701130249-611E46,2025-07-01,13:00,1,4.50,SIMULATED
REC-20250701130458-420622,2025-07-01,13:00,1,4.50,SIMULATED
REC-20250701130229-2192E9,2025-07-01,13:00,2,9.00,SIMULATED
REC-20250701134726-22D474,2025-07-01,13:00,2,7.00,SIMULATED
REC-20250701133422-EC29A2,2025-07-01,13:00,1,4.50,SIMULATED
REC-20250701141028-D6EA11,2025-07-01,14:00,2,8.00,SIMULATED
REC-20250701140632-5058CA,2025-07-01,14:00,2,8.50,SIMULATED
REC-20250701141401-3EFD26,2025-07-01,14:00,1,5.50,SIMULATED
REC-20250701145951-430BDD,2025-07-01,14:00,1,4.00,SIMULATED
REC-20250701141007-4DE116,2025-07-01,14:00,2,8.00,SIMULATED
REC-20250701145957-5B549C,2025-07-01,14:00,2,8.50,SIMULATED
REC-20250701140446-7235B3,2025-07-01,14:00,1,6.00,SIMULATED
REC-20250701141026-237513,2025-07-01,14:00,1,4.00,SIMULATED
REC-20250701142808-DB2D72,2025-07-01,14:00,1,3.50,SIMULATED
REC-20250701153244-C48B3E,2025-07-01,15:00,1,4.50,SIMULATED
REC-20250701155919-CBAF9A,2025-07-01,15:00,3,12.00,SIMULATED
REC-20250701162450-4473AD,2025-07-01,16:00,1,4.50,SIMULATED
REC-20250701162750-4675D5,2025-07-01,16:00,1,4.00,SIMULATED
REC-20250701164418-E7AD69,2025-07-01,16:00,2,7.00,SIMULATED
REC-20250701163130-14242E,2025-07-01,16:00,2,8.00,SIMULATED
REC-20250701160058-904576,2025-07-01,16:00,2,8.50,SIMULATED
REC-20250701173054-706D6F,2025-07-01,17:00,2,9.00,SIMULATED
REC-20250701175310-B645AE,2025-07-01,17:00,2,10.00,SIMULATED
REC-20250701174347-15510C,2025-07-01,17:00,1,4.00,SIMULATED
REC-20250701170346-4A133E,2025-07-01,17:00,1,5.50,SIMULATED
REC-20250701174309-49B2A0,2025-07-01,17:00,1,5.00,SIMULATED
REC-20250702071320-A7DB86,2025-07-02,07:00,2,9.50,SIMULATED
REC-20250702070402-5FCFEF,2025-07-02,07:00,1,4.00,SIMULATED
REC-20250702074520-588397,2025-07-02,07:00,2,9.00,SIMULATED
REC-20250702075149-652809,2025-07-02,07:00,1,3.50,SIMULATED
REC-20250702084311-F73D4B,2025-07-02,08:00,2,8.50,SIMULATED
REC-20250702080655-2B8914,2025-07-02,08:00,1,4.00,SIMULATED
REC-20250702080216-2D332F,2025-07-02,08:00,2,9.00,SIMULATED
REC-20250702083410-CF8DB7,2025-07-02,08:00,1,5.00,SIMULATED
REC-20250702083058-876FDC,2025-07-02,08:00,1,5.00,SIMULATED
REC-20250702085142-8886C8,2025-07-02,08:00,1,4.50,SIMULATED
REC-20250702090631-EFC8A2,2025-07-02,09:00,1,4.00,SIMULATED
REC-20250702103913-523651,2025-07-02,10:00,2,8.00,SIMULATED
REC-20250702104334-B7E204,2025-07-02,10:00,3,13.50,SIMULATED
REC-20250702113639-8BEEED,2025-07-02,11:00,2,9.50,SIMULATED
REC-20250702110900-73A841,2025-07-02,11:00,2,10.00,SIMULATED
REC-20250702124727-7C06A8,2025-07-02,12:00,1,3.50,SIMULATED
REC-20250702125836-DD21F0,2025-07-02,12:00,1,3.50,SIMULATED
REC-20250702121848-D46AA8,2025-07-02,12:00,2,9.50,SIMULATED
REC-20250702120359-709F6C,2025-07-02,12:00,2,8.00,SIMULATED
REC-20250702124552-FCA9CC,2025-07-02,12:00,3,13.00,SIMULATED
REC-20250702124520-2456EE,2025-07-02,12:00,1,4.00,SIMULATED
REC-20250702121557-D06325,2025-07-02,12:00,3,13.50,SIMULATED
REC-20250702121023-454830,2025-07-02,12:00,1,3.50,SIMULATED
REC-20250702125123-FDB67A,2025-07-02,12:00,2,10.00,SIMULATED
REC-20250702123408-BDFE59,2025-07-02,12:00,1,3.50,SIMULATED
REC-20250702132809-F374D2,2025-07-02,13:00,1,3.50,SIMULATED
REC-20250702133312-1605F1,2025-07-02,13:00,1,6.00,SIMULATED
REC-20250702130526-05621C,2025-07-02,13:00,1,4.50,SIMULATED
REC-20250702142548-7B8B12,2025-07-02,14:00,1,4.50,SIMULATED
REC-20250702144437-DCD0FA,2025-07-02,14:00,2,9.50,SIMULATED
REC-20250702143946-B81DD5,2025-07-02,14:00,1,2.50,SIMULATED
REC-20250702141325-89E4CB,2025-07-02,14:00,1,5.50,SIMULATED
REC-20250702151916-38B885,2025-07-02,15:00,1,4.50,SIMULATED
REC-20250702155839-DA6798,2025-07-02,15:00,1,3.50,SIMULATED
REC-20250702152047-786395,2025-07-02,15:00,1,4.50,SIMULATED
REC-20250702154017-80F45D,2025-07-02,15:00,1,3.50,SIMULATED
REC-20250702155320-DDAA74,2025-07-02,15:00,2,9.00,SIMULATED
REC-20250702152257-08843D,2025-07-02,15:00,1,5.00,SIMULATED
REC-20250702155632-A0CDAA,2025-07-02,15:00,1,4.50,SIMULATED
REC-20250702155934-EC6703,2025-07-02,15:00,3,11.50,SIMULATED
REC-20250702154250-166EA8,2025-07-02,15:00,2,9.50,SIMULATED
REC-20250702161205-416B3E,2025-07-02,16:00,1,3.00,SIMULATED
REC-20250702165602-9906C2,2025-07-02,16:00,1,3.50,SIMULATED
REC-20250702161259-4D0550,2025-07-02,16:00,1,4.00,SIMULATED
REC-20250702164337-B466BA,2025-07-02,16:00,3,12.50,SIMULATED
REC-20250702162321-1B4BCF,2025-07-02,16:00,1,3.50,SIMULATED
REC-20250702163738-2DBBF6,2025-07-02,16:00,2,10.00,SIMULATED
REC-20250702172632-203C99,2025-07-02,17:00,1,5.50,SIMULATED
REC-20250702170636-099BC7,2025-07-02,17:00,1,4.00,SIMULATED
REC-20250702172818-192E2D,2025-07-02,17:00,1,4.50,SIMULATED
REC-20250702171105-D9F1F1,2025-07-02,17:00,1,3.50,SIMULATED
REC-20250703074452-15C543,2025-07-03,07:00,1,4.00,SIMULATED
REC-20250703075114-1DBFE9,2025-07-03,07:00,1,4.50,SIMULATED
REC-20250703074109-CA535B,2025-07-03,07:00,1,3.50,SIMULATED
REC-20250703073643-AF009F,2025-07-03,07:00,2,7.00,SIMULATED
REC-20250703081147-5E2A89,2025-07-03,08:00,1,4.50,SIMULATED
REC-20250703082720-C0BA75,2025-07-03,08:00,1,4.00,SIMULATED
REC-20250703084449-47FFA9,2025-07-03,08:00,1,4.50,SIMULATED
REC-20250703085434-2B0A9A,2025-07-03,08:00,3,13.00,SIMULATED
REC-20250703092935-B7329A,2025-07-03,09:00,1,4.50,SIMULATED
REC-20250703095016-E6DC58,2025-07-03,09:00,1,5.50,SIMULATED
REC-20250703095704-20567F,2025-07-03,09:00,2,10.00,SIMULATED
REC-20250703094431-76C942,2025-07-03,09:00,2,8.00,SIMULATED
REC-20250703105948-4691CE,2025-07-03,10:00,1,4.50,SIMULATED
REC-20250703100852-B4A5B1,2025-07-03,10:00,2,10.00,SIMULATED
REC-20250703103757-5CC168,2025-07-03,10:00,2,8.00,SIMULATED
REC-20250703102955-8DBFB7,2025-07-03,10:00,1,2.50,SIMULATED
REC-20250703101018-3AA5EC,2025-07-03,10:00,1,4.00,SIMULATED
REC-20250703113301-A30030,2025-07-03,11:00,1,5.00,SIMULATED
REC-20250703113056-387999,2025-07-03,11:00,3,12.50,SIMULATED
REC-20250703112501-35E334,2025-07-03,11:00,1,3.50,SIMULATED
REC-20250703112416-C3F69D,2025-07-03,11:00,1,4.00,SIMULATED
REC-20250703112935-FEEB73,2025-07-03,11:00,2,9.00,SIMULATED
REC-20250703120754-32BE00,2025-07-03,12:00,1,4.00,SIMULATED
REC-20250703123124-475E63,2025-07-03,12:00,1,3.50,SIMULATED
REC-20250703124001-DBF3A4,2025-07-03,12:00,2,10.50,SIMULATED
REC-20250703122417-14A055,2025-07-03,12:00,1,4.50,SIMULATED
REC-20250703123343-5ED92A,2025-07-03,12:00,2,9.00,SIMULATED
REC-20250703123945-7FB511,2025-07-03,12:00,1,4.00,SIMULATED
REC-20250703134108-1BC169,2025-07-03,13:00,1,2.50,SIMULATED
REC-20250703133318-FAA745,2025-07-03,13:00,2,8.00,SIMULATED
REC-20250703132358-48D8F1,2025-07-03,13:00,1,5.00,SIMULATED
REC-20250703130904-B1E43C,2025-07-03,13:00,3,14.00,SIMULATED
REC-20250703133745-1BE227,2025-07-03,13:00,1,4.50,SIMULATED
REC-20250703135721-00060E,2025-07-03,13:00,1,4.50,SIMULATED
REC-20250703144936-45A438,2025-07-03,14:00,1,3.50,SIMULATED
REC-20250703140321-CF6332,2025-07-03,14:00,2,9.00,SIMULATED
REC-20250703143736-7CDE0A,2025-07-03,14:00,1,3.50,SIMULATED
REC-20250703140400-B64CA1,2025-07-03,14:00,1,5.50,SIMULATED
REC-20250703153442-30A05D,2025-07-03,15:00,1,5.50,SIMULATED
REC-20250703155347-80ECFA,2025-07-03,15:00,1,4.50,SIMULATED
REC-20250703150804-9FDD07,2025-07-03,15:00,1,4.50,SIMULATED
REC-20250703150002-98334D,2025-07-03,15:00,1,4.00,SIMULATED
REC-20250703152209-A96678,2025-07-03,15:00,1,4.00,SIMULATED
REC-20250703153527-EFEE3F,2025-07-03,15:00,1,4.50,SIMULATED
REC-20250703152145-15DA3E,2025-07-03,15:00,1,4.50,SIMULATED
REC-20250703150911-212DA7,2025-07-03,15:00,1,4.50,SIMULATED
REC-20250703162051-A5B2C9,2025-07-03,16:00,1,3.50,SIMULATED
REC-20250703160122-A99EE7,2025-07-03,16:00,3,12.50,SIMULATED
REC-20250703162648-BDBC76,2025-07-03,16:00,2,9.00,SIMULATED
REC-20250703165324-615D90,2025-07-03,16:00,1,4.00,SIMULATED
REC-20250703164515-43EEBB,2025-07-03,16:00,1,4.00,SIMULATED
REC-20250703164948-6F2EDE,2025-07-03,16:00,2,11.00,SIMULATED
REC-20250703165621-CBE088,2025-07-03,16:00,1,4.00,SIMULATED
REC-20250703160319-EBA06B,2025-07-03,16:00,1,4.50,SIMULATED
REC-20250703171244-8A17A4,2025-07-03,17:00,1,5.50,SIMULATED
REC-20250703172956-FF7EB9,2025-07-03,17:00,1,4.50,SIMULATED
REC-20250703173410-9B06A6,2025-07-03,17:00,1,4.50,SIMULATED
REC-20250703171409-F81935,2025-07-03,17:00,2,6.00,SIMULATED
REC-20250704070845-A41694,2025-07-04,07:00,1,3.50,SIMULATED
REC-20250704070854-4C3EF0,2025-07-04,07:00,1,3.50,SIMULATED
